Gender,Age,Category,Quantity,Price,Sales,Year,Month,Quarter,Day,Age_Group
Female,60,Clothing,4,300,1200,2023,Aug,Quarter 3,Tuesday,60-69
Male,57,Clothing,1,500,500,2023,Mar,Quarter 1,Saturday,50-59
Female,59,Beauty,3,25,75,2023,Aug,Quarter 3,Friday,60-69
Female,42,Clothing,2,30,60,2023,Apr,Quarter 2,Tuesday,40-49
Female,56,Beauty,3,500,1500,2023,Jan,Quarter 1,Thursday,50-59
Female,52,Clothing,1,500,500,2023,May,Quarter 2,Sunday,50-59
Male,20,Beauty,3,300,900,2023,Jul,Quarter 3,Friday,20-29
Female,54,Beauty,4,50,200,2023,Jun,Quarter 2,Saturday,50-59
Male,61,Clothing,3,50,150,2023,Apr,Quarter 2,Wednesday,60-69
Male,61,Electronics,1,300,300,2023,Aug,Quarter 3,Monday,60-69
Male,47,Clothing,4,300,1200,2023,Jun,Quarter 2,Saturday,40-49
Male,55,Beauty,3,300,900,2023,Jun,Quarter 2,Thursday,50-59
Male,51,Electronics,3,50,150,2023,Jul,Quarter 3,Friday,50-59
Male,29,Clothing,4,300,1200,2023,May,Quarter 2,Tuesday,29-39
Female,36,Clothing,2,25,50,2023,Aug,Quarter 3,Friday,29-39
Male,54,Clothing,4,500,2000,2023,May,Quarter 2,Wednesday,50-59
Male,61,Electronics,2,500,1000,2023,Feb,Quarter 1,Saturday,60-69
Male,34,Beauty,1,30,30,2023,Aug,Quarter 3,Tuesday,29-39
Female,27,Clothing,1,30,30,2023,Jan,Quarter 1,Tuesday,20-29
Female,64,Clothing,4,500,2000,2023,Oct,Quarter 4,Wednesday,60-69
Male,29,Clothing,4,25,100,2023,Jan,Quarter 1,Friday,29-39
Female,33,Clothing,1,50,50,2023,Jun,Quarter 2,Thursday,29-39
Male,41,Clothing,2,50,100,2023,Apr,Quarter 2,Tuesday,40-49
Male,36,Beauty,1,25,25,2023,Nov,Quarter 4,Wednesday,29-39
Female,25,Beauty,4,50,200,2023,Feb,Quarter 1,Sunday,20-29
Male,48,Clothing,1,300,300,2023,Nov,Quarter 4,Thursday,40-49
Female,38,Electronics,4,500,2000,2023,Jan,Quarter 1,Saturday,29-39
Female,34,Beauty,4,500,2000,2023,Jan,Quarter 1,Monday,29-39
Male,40,Electronics,1,25,25,2023,May,Quarter 2,Sunday,40-49
Male,54,Beauty,2,50,100,2023,Apr,Quarter 2,Thursday,50-59
Female,33,Clothing,3,30,90,2023,Jan,Quarter 1,Wednesday,29-39
Male,23,Beauty,1,30,30,2023,Nov,Quarter 4,Wednesday,20-29
Male,25,Clothing,3,50,150,2023,Mar,Quarter 1,Monday,20-29
Male,42,Beauty,1,30,30,2023,May,Quarter 2,Wednesday,40-49
Female,35,Clothing,3,25,75,2023,Mar,Quarter 1,Monday,29-39
Female,42,Clothing,2,25,50,2023,Aug,Quarter 3,Thursday,40-49
Male,29,Clothing,2,50,100,2023,Dec,Quarter 4,Saturday,29-39
Female,32,Clothing,1,30,30,2023,Feb,Quarter 1,Tuesday,29-39
Female,43,Electronics,4,25,100,2023,Oct,Quarter 4,Monday,40-49
Female,58,Clothing,3,25,75,2023,Apr,Quarter 2,Saturday,50-59
Female,62,Electronics,4,300,1200,2023,Aug,Quarter 3,Sunday,60-69
Female,43,Electronics,4,300,1200,2023,Dec,Quarter 4,Monday,40-49
Male,64,Clothing,4,25,100,2023,May,Quarter 2,Friday,60-69
Male,49,Electronics,2,50,100,2023,Jul,Quarter 3,Saturday,50-59
Male,27,Beauty,1,500,500,2023,Mar,Quarter 1,Monday,20-29
Female,33,Clothing,1,500,500,2023,Nov,Quarter 4,Tuesday,29-39
Female,24,Electronics,2,25,50,2023,Nov,Quarter 4,Tuesday,20-29
Male,34,Clothing,2,25,50,2023,Feb,Quarter 1,Tuesday,29-39
Female,40,Clothing,1,25,25,2023,Mar,Quarter 1,Saturday,40-49
Male,43,Clothing,4,50,200,2023,Jun,Quarter 2,Friday,40-49
Male,38,Electronics,3,300,900,2023,Feb,Quarter 1,Saturday,29-39
Male,39,Beauty,3,25,75,2023,Oct,Quarter 4,Tuesday,40-49
Female,24,Beauty,3,25,75,2023,Jan,Quarter 1,Saturday,20-29
Female,31,Electronics,4,30,120,2023,Jun,Quarter 2,Friday,29-39
Male,32,Clothing,1,50,50,2023,Oct,Quarter 4,Sunday,29-39
Male,24,Electronics,2,25,50,2023,Dec,Quarter 4,Wednesday,20-29
Male,26,Electronics,1,30,30,2023,Jul,Quarter 3,Wednesday,20-29
Male,25,Electronics,4,500,2000,2023,Jul,Quarter 3,Sunday,20-29
Female,40,Clothing,2,25,50,2023,Apr,Quarter 2,Wednesday,40-49
Female,46,Electronics,4,25,100,2023,Feb,Quarter 1,Wednesday,40-49
Male,35,Clothing,3,30,90,2023,Oct,Quarter 4,Tuesday,29-39
Male,48,Electronics,3,50,150,2023,Dec,Quarter 4,Wednesday,40-49
Female,47,Beauty,4,25,100,2023,Nov,Quarter 4,Saturday,40-49
Female,56,Electronics,2,500,1000,2023,May,Quarter 2,Friday,50-59
Male,52,Electronics,2,25,50,2023,Feb,Quarter 1,Wednesday,50-59
Male,35,Beauty,1,500,500,2023,Dec,Quarter 4,Saturday,29-39
Male,59,Clothing,3,300,900,2023,Jun,Quarter 2,Sunday,60-69
Female,56,Clothing,1,300,300,2023,Dec,Quarter 4,Sunday,50-59
Female,34,Electronics,1,500,500,2023,Nov,Quarter 4,Saturday,29-39
Female,31,Beauty,4,50,200,2023,Mar,Quarter 1,Friday,29-39
Male,48,Clothing,4,25,100,2023,Oct,Quarter 4,Tuesday,40-49
Male,41,Electronics,1,25,25,2023,Jan,Quarter 1,Sunday,40-49
Female,52,Beauty,3,300,900,2023,Jun,Quarter 2,Tuesday,50-59
Female,61,Clothing,4,500,2000,2023,Sep,Quarter 3,Saturday,60-69
Male,62,Clothing,1,25,25,2023,Aug,Quarter 3,Tuesday,60-69
Female,51,Beauty,1,25,25,2023,Dec,Quarter 4,Tuesday,50-59
Female,20,Beauty,1,50,50,2023,Jul,Quarter 3,Sunday,20-29
Male,54,Beauty,1,30,30,2023,Feb,Quarter 1,Sunday,50-59
Female,60,Beauty,1,300,300,2023,Sep,Quarter 3,Sunday,60-69
Male,57,Electronics,1,300,300,2023,Nov,Quarter 4,Tuesday,50-59
Male,43,Beauty,4,30,120,2023,Jun,Quarter 2,Saturday,40-49
Male,40,Clothing,3,25,75,2023,Jan,Quarter 1,Saturday,40-49
Male,61,Clothing,1,50,50,2023,Aug,Quarter 3,Friday,60-69
Male,56,Electronics,2,50,100,2023,Sep,Quarter 3,Friday,50-59
Male,32,Clothing,4,300,1200,2023,Feb,Quarter 1,Friday,29-39
Male,21,Clothing,4,50,200,2023,Aug,Quarter 3,Thursday,20-29
Female,46,Beauty,1,30,30,2023,Jul,Quarter 3,Wednesday,40-49
Male,39,Clothing,4,25,100,2023,Nov,Quarter 4,Wednesday,40-49
Male,42,Electronics,1,30,30,2023,Aug,Quarter 3,Thursday,40-49
Female,30,Beauty,3,500,1500,2023,Dec,Quarter 4,Friday,29-39
Female,35,Beauty,3,300,900,2023,Mar,Quarter 1,Monday,29-39
Female,50,Electronics,4,50,200,2023,Aug,Quarter 3,Friday,50-59
Male,33,Beauty,4,500,2000,2023,Apr,Quarter 2,Saturday,29-39
Female,62,Beauty,2,50,100,2023,Sep,Quarter 3,Monday,60-69
Male,59,Electronics,4,25,100,2023,Nov,Quarter 4,Thursday,60-69
Male,61,Beauty,2,25,50,2023,May,Quarter 2,Friday,60-69
Male,19,Electronics,3,25,75,2023,Nov,Quarter 4,Sunday,13-19
Male,52,Electronics,3,50,150,2023,Oct,Quarter 4,Tuesday,50-59
Female,59,Clothing,1,500,500,2023,Sep,Quarter 3,Tuesday,60-69
Female,51,Clothing,3,25,75,2023,Aug,Quarter 3,Sunday,50-59
Male,47,Beauty,2,500,1000,2023,Aug,Quarter 3,Saturday,40-49
Male,30,Beauty,4,50,200,2023,Oct,Quarter 4,Tuesday,29-39
Male,30,Electronics,1,500,500,2023,May,Quarter 2,Thursday,29-39
Female,35,Beauty,2,50,100,2023,Jun,Quarter 2,Thursday,29-39
Male,49,Electronics,4,50,200,2023,May,Quarter 2,Saturday,50-59
Male,49,Electronics,1,300,300,2023,Feb,Quarter 1,Tuesday,50-59
Female,52,Beauty,3,50,150,2023,May,Quarter 2,Tuesday,50-59
Female,56,Electronics,2,50,100,2023,Aug,Quarter 3,Saturday,50-59
Male,63,Clothing,4,30,120,2023,May,Quarter 2,Friday,60-69
Female,46,Beauty,1,25,25,2023,Aug,Quarter 3,Saturday,40-49
Female,46,Clothing,1,300,300,2023,Oct,Quarter 4,Thursday,40-49
Male,61,Beauty,3,300,900,2023,Nov,Quarter 4,Thursday,60-69
Female,33,Electronics,4,300,1200,2023,Dec,Quarter 4,Saturday,29-39
Male,61,Beauty,3,30,90,2023,Jul,Quarter 3,Friday,60-69
Female,64,Clothing,3,50,150,2023,Jun,Quarter 2,Thursday,60-69
Male,27,Electronics,4,25,100,2023,Jan,Quarter 1,Sunday,20-29
Male,47,Beauty,4,500,2000,2023,Sep,Quarter 3,Monday,40-49
Male,42,Beauty,4,50,200,2023,Jun,Quarter 2,Friday,40-49
Female,56,Beauty,2,30,60,2023,Apr,Quarter 2,Tuesday,50-59
Male,37,Clothing,4,50,200,2023,Sep,Quarter 3,Thursday,29-39
Female,22,Clothing,1,50,50,2023,Apr,Quarter 2,Wednesday,20-29
Male,18,Beauty,3,30,90,2023,Jul,Quarter 3,Saturday,13-19
Male,47,Electronics,2,300,600,2023,May,Quarter 2,Saturday,40-49
Female,20,Electronics,4,300,1200,2023,Jun,Quarter 2,Saturday,20-29
Male,62,Clothing,2,25,50,2023,May,Quarter 2,Wednesday,60-69
Male,31,Electronics,4,25,100,2023,Nov,Quarter 4,Thursday,29-39
Female,47,Clothing,2,300,600,2023,Dec,Quarter 4,Tuesday,40-49
Male,21,Beauty,3,500,1500,2023,May,Quarter 2,Monday,20-29
Male,35,Clothing,3,50,150,2023,Oct,Quarter 4,Thursday,29-39
Male,54,Clothing,1,500,500,2023,Jan,Quarter 1,Friday,50-59
Male,42,Beauty,1,50,50,2023,Sep,Quarter 3,Friday,40-49
Female,18,Electronics,4,300,1200,2023,Apr,Quarter 2,Saturday,13-19
Female,63,Clothing,3,25,75,2023,Feb,Quarter 1,Monday,60-69
Male,32,Clothing,2,25,50,2023,May,Quarter 2,Thursday,29-39
Female,26,Beauty,2,500,1000,2023,Jul,Quarter 3,Friday,20-29
Male,32,Electronics,2,25,50,2023,Sep,Quarter 3,Friday,29-39
Female,41,Clothing,1,300,300,2023,Oct,Quarter 4,Thursday,40-49
Male,21,Beauty,2,500,1000,2023,May,Quarter 2,Thursday,20-29
Male,29,Clothing,1,50,50,2023,Dec,Quarter 4,Wednesday,29-39
Male,54,Beauty,1,25,25,2023,Sep,Quarter 3,Friday,50-59
Male,54,Electronics,4,30,120,2023,Nov,Quarter 4,Monday,50-59
Male,60,Electronics,2,25,50,2023,Dec,Quarter 4,Sunday,60-69
Male,23,Electronics,2,50,100,2023,Sep,Quarter 3,Saturday,20-29
Female,56,Electronics,3,500,1500,2023,Aug,Quarter 3,Friday,50-59
Male,63,Clothing,4,50,200,2023,Jan,Quarter 1,Monday,60-69
Female,41,Clothing,3,30,90,2023,Feb,Quarter 1,Friday,40-49
Male,28,Electronics,4,300,1200,2023,May,Quarter 2,Wednesday,20-29
Female,30,Electronics,2,25,50,2023,Apr,Quarter 2,Monday,29-39
Female,51,Electronics,1,500,500,2023,Jul,Quarter 3,Thursday,50-59
Female,42,Clothing,1,300,300,2023,Dec,Quarter 4,Thursday,40-49
Male,24,Electronics,1,50,50,2023,May,Quarter 2,Friday,20-29
Male,21,Electronics,1,500,500,2023,Jun,Quarter 2,Tuesday,20-29
Female,25,Electronics,1,300,300,2023,Dec,Quarter 4,Wednesday,20-29
Male,37,Beauty,3,500,1500,2023,Oct,Quarter 4,Wednesday,29-39
Female,46,Electronics,4,30,120,2023,Jul,Quarter 3,Saturday,40-49
Male,62,Beauty,2,30,60,2023,Aug,Quarter 3,Thursday,60-69
Female,63,Beauty,3,25,75,2023,Oct,Quarter 4,Wednesday,60-69
Female,27,Electronics,4,25,100,2023,Sep,Quarter 3,Friday,20-29
Male,60,Beauty,1,30,30,2023,Jun,Quarter 2,Monday,60-69
Female,51,Electronics,4,500,2000,2023,Aug,Quarter 3,Sunday,50-59
Male,43,Clothing,4,30,120,2023,Oct,Quarter 4,Monday,40-49
Female,58,Clothing,1,25,25,2023,Jun,Quarter 2,Monday,50-59
Female,20,Clothing,1,30,30,2023,Jun,Quarter 2,Friday,20-29
Male,23,Clothing,1,30,30,2023,Dec,Quarter 4,Tuesday,20-29
Male,22,Beauty,2,500,1000,2023,Aug,Quarter 3,Monday,20-29
Male,22,Electronics,1,300,300,2023,May,Quarter 2,Friday,20-29
Female,64,Electronics,2,25,50,2023,Jun,Quarter 2,Tuesday,60-69
Male,40,Electronics,1,500,500,2023,May,Quarter 2,Tuesday,40-49
Female,26,Clothing,2,30,60,2023,Apr,Quarter 2,Saturday,20-29
Female,52,Clothing,4,30,120,2023,Mar,Quarter 1,Friday,50-59
Male,37,Electronics,3,300,900,2023,Apr,Quarter 2,Sunday,29-39
Male,59,Clothing,4,25,100,2023,Jun,Quarter 2,Sunday,60-69
Female,52,Electronics,4,25,100,2023,Mar,Quarter 1,Friday,50-59
Female,35,Electronics,1,50,50,2023,Oct,Quarter 4,Monday,29-39
Male,34,Electronics,2,25,50,2023,Dec,Quarter 4,Wednesday,29-39
Male,41,Electronics,3,300,900,2023,Apr,Quarter 2,Wednesday,40-49
Male,20,Electronics,1,50,50,2023,Apr,Quarter 2,Sunday,20-29
Male,49,Electronics,1,50,50,2023,Apr,Quarter 2,Friday,50-59
Male,52,Electronics,1,30,30,2023,Sep,Quarter 3,Tuesday,50-59
Female,55,Clothing,4,30,120,2023,May,Quarter 2,Monday,50-59
Female,30,Electronics,2,25,50,2023,Oct,Quarter 4,Sunday,29-39
Female,64,Electronics,2,50,100,2023,Sep,Quarter 3,Tuesday,60-69
Female,42,Clothing,3,30,90,2023,Nov,Quarter 4,Thursday,40-49
Male,26,Clothing,2,300,600,2023,May,Quarter 2,Thursday,20-29
Male,21,Clothing,2,30,60,2023,Feb,Quarter 1,Tuesday,20-29
Male,31,Electronics,1,30,30,2023,Apr,Quarter 2,Monday,29-39
Female,54,Beauty,1,50,50,2023,Jun,Quarter 2,Thursday,50-59
Female,51,Beauty,4,50,200,2023,Apr,Quarter 2,Thursday,50-59
Male,28,Clothing,1,500,500,2023,Jul,Quarter 3,Tuesday,20-29
Male,58,Beauty,1,300,300,2023,Apr,Quarter 2,Sunday,50-59
Female,20,Clothing,1,50,50,2023,Jun,Quarter 2,Sunday,20-29
Female,45,Electronics,1,25,25,2023,Jan,Quarter 1,Sunday,40-49
Male,46,Beauty,4,300,1200,2023,Dec,Quarter 4,Friday,40-49
Male,26,Electronics,1,300,300,2023,Oct,Quarter 4,Sunday,20-29
Female,20,Beauty,3,50,150,2023,Mar,Quarter 1,Monday,20-29
Male,42,Electronics,3,300,900,2023,May,Quarter 2,Sunday,40-49
Male,51,Beauty,3,50,150,2023,Jan,Quarter 1,Tuesday,50-59
Male,29,Electronics,3,30,90,2023,Jan,Quarter 1,Saturday,29-39
Female,59,Electronics,1,500,500,2023,Oct,Quarter 4,Wednesday,60-69
Female,26,Beauty,3,30,90,2023,May,Quarter 2,Tuesday,20-29
Female,32,Electronics,1,50,50,2023,Dec,Quarter 4,Sunday,29-39
Female,57,Electronics,4,50,200,2023,Mar,Quarter 1,Monday,50-59
Female,42,Electronics,3,30,90,2023,Nov,Quarter 4,Thursday,40-49
Female,22,Beauty,2,25,50,2023,Sep,Quarter 3,Saturday,20-29
Female,28,Beauty,3,25,75,2023,Feb,Quarter 1,Wednesday,20-29
Male,51,Electronics,3,25,75,2023,Jan,Quarter 1,Saturday,50-59
Male,41,Electronics,1,50,50,2023,Oct,Quarter 4,Saturday,40-49
Male,32,Beauty,3,300,900,2023,May,Quarter 2,Friday,29-39
Male,55,Beauty,2,50,100,2023,Aug,Quarter 3,Tuesday,50-59
Male,25,Electronics,1,300,300,2023,Sep,Quarter 3,Sunday,20-29
Male,22,Electronics,1,30,30,2023,Aug,Quarter 3,Monday,20-29
Male,43,Electronics,4,500,2000,2023,Jun,Quarter 2,Saturday,40-49
Female,35,Clothing,4,300,1200,2023,Apr,Quarter 2,Wednesday,29-39
Female,23,Beauty,3,25,75,2023,Jan,Quarter 1,Friday,20-29
Male,54,Clothing,4,50,200,2023,May,Quarter 2,Wednesday,50-59
Male,30,Beauty,4,30,120,2023,Sep,Quarter 3,Saturday,29-39
Female,45,Beauty,4,25,100,2023,Feb,Quarter 1,Tuesday,40-49
Male,22,Beauty,1,30,30,2023,Feb,Quarter 1,Friday,20-29
Male,30,Beauty,1,500,500,2023,Jul,Quarter 3,Tuesday,29-39
Female,34,Beauty,1,50,50,2023,Sep,Quarter 3,Saturday,29-39
Male,57,Beauty,4,50,200,2023,Feb,Quarter 1,Tuesday,50-59
Female,62,Beauty,1,500,500,2023,Oct,Quarter 4,Monday,60-69
Male,49,Clothing,4,50,200,2023,Nov,Quarter 4,Sunday,50-59
Female,46,Electronics,1,300,300,2023,Dec,Quarter 4,Monday,40-49
Female,20,Electronics,1,30,30,2023,Jan,Quarter 1,Saturday,20-29
Female,57,Clothing,2,25,50,2023,Mar,Quarter 1,Sunday,50-59
Male,51,Clothing,3,500,1500,2023,Mar,Quarter 1,Saturday,50-59
Female,57,Clothing,4,300,1200,2023,Oct,Quarter 4,Monday,50-59
Male,44,Clothing,2,25,50,2023,Jun,Quarter 2,Monday,40-49
Male,30,Beauty,1,25,25,2023,Feb,Quarter 1,Monday,29-39
Male,62,Electronics,4,500,2000,2023,May,Quarter 2,Monday,60-69
Male,50,Beauty,1,300,300,2023,Mar,Quarter 1,Thursday,50-59
Female,23,Electronics,3,25,75,2023,Oct,Quarter 4,Friday,20-29
Female,41,Electronics,2,25,50,2023,Aug,Quarter 3,Wednesday,40-49
Male,36,Clothing,3,300,900,2023,Nov,Quarter 4,Tuesday,29-39
Male,33,Beauty,2,50,100,2023,Nov,Quarter 4,Thursday,29-39
Female,57,Clothing,1,25,25,2023,Nov,Quarter 4,Monday,50-59
Male,45,Beauty,3,30,90,2023,Apr,Quarter 2,Wednesday,40-49
Female,50,Electronics,3,300,900,2023,Sep,Quarter 3,Monday,50-59
Male,58,Clothing,1,25,25,2023,Jul,Quarter 3,Friday,50-59
Male,30,Clothing,3,500,1500,2023,Aug,Quarter 3,Saturday,29-39
Female,60,Electronics,4,30,120,2023,Aug,Quarter 3,Tuesday,60-69
Male,62,Electronics,2,25,50,2023,Jun,Quarter 2,Friday,60-69
Female,42,Electronics,2,30,60,2023,Oct,Quarter 4,Sunday,40-49
Male,59,Clothing,2,30,60,2023,Aug,Quarter 3,Tuesday,60-69
Male,53,Beauty,4,50,200,2023,Jun,Quarter 2,Tuesday,50-59
Male,44,Clothing,2,30,60,2023,Oct,Quarter 4,Thursday,40-49
Female,55,Beauty,1,50,50,2023,Nov,Quarter 4,Tuesday,50-59
Male,24,Clothing,3,300,900,2023,Jan,Quarter 1,Tuesday,20-29
Male,22,Clothing,4,50,200,2023,Nov,Quarter 4,Thursday,20-29
Male,60,Electronics,2,500,1000,2023,Feb,Quarter 1,Monday,60-69
Male,62,Beauty,1,25,25,2023,Apr,Quarter 2,Monday,60-69
Female,48,Clothing,3,300,900,2023,Nov,Quarter 4,Friday,40-49
Female,40,Clothing,3,300,900,2023,Apr,Quarter 2,Wednesday,40-49
Male,59,Electronics,4,500,2000,2023,May,Quarter 2,Tuesday,60-69
Female,27,Electronics,4,50,200,2023,Dec,Quarter 4,Tuesday,20-29
Male,49,Beauty,4,25,100,2023,Feb,Quarter 1,Saturday,50-59
Male,60,Clothing,1,50,50,2023,Mar,Quarter 1,Wednesday,60-69
Male,47,Beauty,1,30,30,2023,May,Quarter 2,Wednesday,40-49
Female,56,Clothing,4,50,200,2023,Mar,Quarter 1,Thursday,50-59
Female,48,Beauty,2,300,600,2023,Oct,Quarter 4,Tuesday,40-49
Female,35,Electronics,3,25,75,2023,Feb,Quarter 1,Wednesday,29-39
Female,53,Clothing,3,50,150,2023,Mar,Quarter 1,Wednesday,50-59
Female,19,Beauty,1,25,25,2023,Jan,Quarter 1,Monday,13-19
Female,31,Electronics,3,25,75,2023,Jul,Quarter 3,Saturday,29-39
Female,30,Electronics,2,30,60,2023,Aug,Quarter 3,Saturday,29-39
Female,46,Beauty,3,30,90,2023,Dec,Quarter 4,Tuesday,40-49
Female,29,Clothing,1,300,300,2023,Nov,Quarter 4,Wednesday,29-39
Male,56,Clothing,1,500,500,2023,Aug,Quarter 3,Tuesday,50-59
Female,19,Electronics,2,25,50,2023,May,Quarter 2,Tuesday,13-19
Female,49,Clothing,2,500,1000,2023,Jan,Quarter 1,Tuesday,50-59
Female,30,Clothing,3,300,900,2023,Apr,Quarter 2,Saturday,29-39
Female,63,Clothing,3,25,75,2023,May,Quarter 2,Sunday,60-69
Female,44,Electronics,1,25,25,2023,Dec,Quarter 4,Thursday,40-49
Female,58,Beauty,2,500,1000,2023,May,Quarter 2,Thursday,50-59
Female,34,Clothing,2,50,100,2023,Dec,Quarter 4,Tuesday,29-39
Female,57,Electronics,2,30,60,2023,Aug,Quarter 3,Monday,50-59
Female,48,Electronics,3,50,150,2023,Feb,Quarter 1,Monday,40-49
Female,51,Beauty,2,500,1000,2023,Dec,Quarter 4,Monday,50-59
Female,41,Clothing,1,30,30,2023,Apr,Quarter 2,Sunday,40-49
Male,62,Clothing,1,50,50,2023,May,Quarter 2,Tuesday,60-69
Male,52,Beauty,3,30,90,2023,Nov,Quarter 4,Friday,50-59
Female,23,Beauty,4,25,100,2023,Oct,Quarter 4,Sunday,20-29
Female,36,Electronics,3,50,150,2023,Dec,Quarter 4,Tuesday,29-39
Male,47,Electronics,4,30,120,2023,Apr,Quarter 2,Wednesday,40-49
Male,34,Beauty,5,48,240,2022,Nov,Quarter 4,Friday,29-39
Female,26,Clothing,5,475,2375,2022,Feb,Quarter 1,Monday,20-29
Male,50,Electronics,2,28.5,57,2022,Jan,Quarter 1,Friday,50-59
Male,37,Clothing,2,490,980,2022,May,Quarter 2,Sunday,29-39
Male,30,Beauty,4,48,192,2022,May,Quarter 2,Saturday,29-39
Female,45,Beauty,6,28.8,172.8,2022,Apr,Quarter 2,Tuesday,40-49
Male,46,Clothing,4,24.25,97,2022,Mar,Quarter 1,Monday,40-49
Male,30,Electronics,2,24.5,49,2022,Feb,Quarter 1,Wednesday,29-39
Male,63,Electronics,1,297,297,2022,Dec,Quarter 4,Wednesday,60-69
Female,52,Clothing,2,49.5,99,2022,Oct,Quarter 4,Saturday,50-59
Male,23,Clothing,6,49.5,297,2022,Feb,Quarter 1,Tuesday,20-29
Male,35,Beauty,6,24,144,2022,Oct,Quarter 4,Monday,29-39
Male,22,Electronics,4,495,1980,2022,Aug,Quarter 3,Saturday,20-29
Male,64,Clothing,5,29.7,148.5,2022,Jan,Quarter 1,Tuesday,60-69
Female,42,Electronics,5,485,2425,2022,Jan,Quarter 1,Monday,40-49
Male,19,Clothing,4,490,1960,2022,Feb,Quarter 1,Friday,13-19
Female,27,Clothing,3,24.5,73.5,2022,Apr,Quarter 2,Saturday,20-29
Female,47,Electronics,5,24.75,123.75,2022,Apr,Quarter 2,Sunday,40-49
Female,62,Clothing,4,24.75,99,2022,Sep,Quarter 3,Saturday,60-69
Male,22,Clothing,6,297,1782,2022,Nov,Quarter 4,Sunday,20-29
Female,50,Beauty,5,485,2425,2022,Jan,Quarter 1,Saturday,50-59
Male,18,Clothing,3,48.5,145.5,2022,Oct,Quarter 4,Sunday,13-19
Female,35,Clothing,5,29.7,148.5,2022,Apr,Quarter 2,Wednesday,29-39
Female,49,Clothing,3,294,882,2022,Nov,Quarter 4,Wednesday,50-59
Female,64,Beauty,2,48.5,97,2022,Dec,Quarter 4,Tuesday,60-69
Female,28,Electronics,3,490,1470,2022,Oct,Quarter 4,Saturday,20-29
Female,38,Beauty,1,24,24,2022,Aug,Quarter 3,Thursday,29-39
Female,43,Beauty,2,485,970,2022,Apr,Quarter 2,Sunday,40-49
Female,42,Electronics,4,28.5,114,2022,Aug,Quarter 3,Friday,40-49
Female,39,Beauty,6,291,1746,2022,Oct,Quarter 4,Sunday,40-49
Male,44,Electronics,3,294,882,2022,May,Quarter 2,Tuesday,40-49
Male,30,Beauty,5,29.4,147,2022,Jan,Quarter 1,Wednesday,29-39
Female,50,Electronics,3,48,144,2022,Mar,Quarter 1,Thursday,50-59
Female,51,Clothing,5,49,245,2022,Dec,Quarter 4,Sunday,50-59
Female,58,Beauty,2,285,570,2022,Aug,Quarter 3,Saturday,50-59
Male,52,Beauty,2,285,570,2022,Jun,Quarter 2,Saturday,50-59
Female,18,Beauty,4,24.75,99,2022,May,Quarter 2,Tuesday,13-19
Male,38,Beauty,6,49.5,297,2022,Mar,Quarter 1,Tuesday,29-39
Male,23,Clothing,3,28.5,85.5,2022,Apr,Quarter 2,Friday,20-29
Male,45,Beauty,4,49.5,198,2022,Jun,Quarter 2,Thursday,40-49
Male,34,Clothing,5,24,120,2022,Feb,Quarter 1,Wednesday,29-39
Male,22,Clothing,6,288,1728,2022,Feb,Quarter 1,Friday,20-29
Female,48,Clothing,3,288,864,2022,Jul,Quarter 3,Friday,40-49
Female,22,Clothing,4,24.25,97,2022,Feb,Quarter 1,Sunday,20-29
Female,55,Electronics,4,29.7,118.8,2022,Jul,Quarter 3,Monday,50-59
Female,20,Electronics,1,285,285,2022,Jun,Quarter 2,Monday,20-29
Female,40,Beauty,6,485,2910,2022,Nov,Quarter 4,Monday,40-49
Male,54,Electronics,1,297,297,2022,May,Quarter 2,Tuesday,50-59
Female,54,Electronics,3,485,1455,2022,Jan,Quarter 1,Monday,50-59
Female,27,Beauty,4,24.25,97,2022,Aug,Quarter 3,Thursday,20-29
Male,27,Beauty,6,24.5,147,2022,Oct,Quarter 4,Monday,20-29
Female,36,Beauty,2,285,570,2022,Mar,Quarter 1,Sunday,29-39
Male,34,Electronics,6,48.5,291,2022,Jul,Quarter 3,Thursday,29-39
Female,38,Electronics,6,475,2850,2022,Feb,Quarter 1,Friday,29-39
Male,31,Beauty,6,29.4,176.4,2022,Oct,Quarter 4,Tuesday,29-39
Female,26,Clothing,3,291,873,2022,May,Quarter 2,Wednesday,20-29
Female,63,Beauty,3,28.5,85.5,2022,Nov,Quarter 4,Saturday,60-69
Male,18,Clothing,6,285,1710,2022,Nov,Quarter 4,Monday,13-19
Male,62,Clothing,6,47.5,285,2022,Jul,Quarter 3,Wednesday,60-69
Male,30,Beauty,5,49,245,2022,Oct,Quarter 4,Monday,29-39
Male,21,Beauty,3,49,147,2022,Apr,Quarter 2,Sunday,20-29
Male,18,Beauty,5,48,240,2022,Dec,Quarter 4,Wednesday,13-19
Male,57,Electronics,5,24.5,122.5,2022,Feb,Quarter 1,Sunday,50-59
Male,49,Clothing,6,24.25,145.5,2022,Jan,Quarter 1,Tuesday,50-59
Male,51,Electronics,2,490,980,2022,Dec,Quarter 4,Tuesday,50-59
Female,45,Electronics,6,28.5,171,2022,Apr,Quarter 2,Thursday,40-49
Female,48,Beauty,6,291,1746,2022,May,Quarter 2,Monday,40-49
Male,25,Electronics,4,285,1140,2022,Feb,Quarter 1,Friday,20-29
Female,56,Beauty,1,23.75,23.75,2022,Apr,Quarter 2,Sunday,50-59
Female,43,Clothing,1,285,285,2022,Feb,Quarter 1,Tuesday,40-49
